	Kategorie	Nummer	Bezeichnung Kategorie	Anmerkungen	Zuordnung unsicher		mehrdeutig		diskutieren!		Kontext (SteA-Text)
rührwerk	(1D) elektrische Geräte	(1D)	elektrische Geräte								Als mittelständiges Unternehmen des Maschinenbaues liefern wir hochwertige Dissolver, Perlmühlen, Mischer und Rührwerke an einen internationalen Kundenkreis.
sahneautomat	(1D) elektrische Geräte	(1D)	elektrische Geräte								Diverse Gastronomische Klein- und Großgeräte (Sahneautomaten, Kühl-/Gefrierschränke uvm.)
schußgerät	(1D) elektrische Geräte	(1D)	elektrische Geräte								Erfahrung im Umgang mit einem Schußgerät / Druckluftnagler
trockenhaube	(1D) elektrische Geräte	(1D)	elektrische Geräte								Lockenwickler, Föhn oder Trockenhaube bereit.
lötkolbe	(1D) elektrische Geräte	(1D)	elektrische Geräte								Kenntnisse im Umgang mit Lötkolben sind wünschenswert.
lötkolben	(1D) elektrische Geräte	(1D)	elektrische Geräte								NA
entstauber	(1D) elektrische Geräte	(1D)	elektrische Geräte								Für unseren Kunden,der Technologieführer bei Industriesaugern, Absauganlagen und Entstaubern, suchen wir einen
brenngerät	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								NA
schredder	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Schredder und Freischneider bedienen
elektro-haushaltsgerät	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Das Angebot von expert umfasst das ganze Spektrum der Unterhaltungselektronik, Telekommunikation, Computer, CD-, DVD- und PC-Software und Elektro-Haushaltsgeräte.
elektrohandwerksgerät	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								sicherer Umgang mit Elektrohandwerksgeräten
nagelschussgerät	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Arbeiten mit Säge und Nagelschussgeräten  Erfahrung im Umgang mit Säge und Nagelschussgeräten
nagler	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								* Sicherer Umgang mit Holzbearbeitungsmaschinen und Naglern
stichsag	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Erforderlich sind Kenntnisse im Laden Bau/Montage, im Umgang mit Werkzeugen (Kreissäge, Stichsäge, Akkuschrauber, ...) sowie handwerkliche Kenntnisse.
akkuschrauber	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Dazu gehören auch Akkuschrauber und Bohrmaschine.    Je nach Anforderung unserer Kunden stellen wir auch Akkuschrauber, Bohrmaschinen und Winkelschleifer.    Dazu gehören auch Akkuschrauber und Bohrmaschine.
bohrer	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Haben Sie bereits Erfahrung im Metallhandwerk oder verfügen über gute handwerkliche Kenntnisse im Umgang mit Sägen, Bohrern, Schraubern und Flex?
bohrmaschine	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								NA
brotschneidemaschine	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Sie halten außerdem unsere Imbiss- und Cafétische sauber und pflegen die Verkaufstheke, Kaffeemaschinen, Messer oder Brotschneidemaschinen.
dosensenker	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Zu Ihren Aufgaben gehört die Bedienung von Bohrmaschinen (Dosensenker) und Schlitzfräsen.
elektrotacker	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Mit Nagelschussgeräten, Elektrotacker, Bohrmaschine sowie Säge und Hobel bearbeiten sie Holz, aber auch andere Werkstoffe.
elektrowerkzeug	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Die Häder GmbH zählt im Raum zwischen Osnabrück und Bad Oeynhausen zu den führenden Technischen Händlern für Elektromotoren, Antriebstechnik, Elektrowerkzeuge und Pumpen    Die Häder GmbH zählt im Raum zwischen Osnabrück und Bad Oeynhausen zu den führenden Technischen Händlern für Elektromotoren, Antriebstechnik, Elektrowerkzeuge und Pumpen
elektrowerkzeuge	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Unsere Produkte finden sich in Elektromotoren von Automobilen, Haushaltsgeräten und Elektrowerkzeugen.
flex	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Tätigkeit: Nachbearbeitung von Metallteilen via Flex, Drahtbürste und Feile    Du entwickelst mit Flex und Flash neue Applikationen, die unsere Kunden begeistern    Kenntnisse in der Handhabung von elektrischen Maschinen (Handkreissägen, Flex und Akkuschraubern)
föne	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								NA
freischneider	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								NA
handgerät	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Firmware-Entwicklung von Handgeräten und Fühlern für Klima-, Kälte- und Lebensmitteltechnik
handschleifmaschine	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Kenntnisse im Umgang mit Handschleifmaschinen
heckenschneide	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Kenntnisse im Heckenschneiden und Fräsen von Beeten sind zwingend erforderlich!
hobelmaschine	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Planung, Durchführung und Kontrolle aller Tischlerarbeiten, Selbstständiges Arbeiten an modernen Maschinen, Bearbeitung von Holz und anderen Werkstoffen (Stahl, Glas, Kunststoffe, Aluminium); Oberflächenbearbeitung nach dem Stand der Technik und mit der geringsten Belastung für die Umwelt mit Farben, Ölen, Wachsen und Lacken, Selbstständiges Arbeiten mit klassischen Handwerkszeugen wie Hobel, Stecheisen, Handsäge, etc., sowie den Produktionsmaschinen in einer Tischlerei wie Tischfräse, Formatkreissäge, Kantenanleimmaschine, Hobelmaschinen und Kleinmaschinen, CNC-Bearbeitung und CAD-Zeichnungen erstellen, Bautischlerarbeiten z. B. Fenster, Außentüren, Ausbauarbeiten (Decken und Wandverkleidungen)
kettensäge	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								NA
motorsag	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Sicheres und freundliches Auftreten, sehr gute Pflanzenkenntnisse sowie der sichere Umgang mit Motorsägen und Heckenschere sind Voraussetzung.    Sie montieren auch Serienerzeugnisse des täglichen Gebrauchs wie etwa Automobile, Fahrräder, Waschmaschinen oder Motorsägen.
radialbohr	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								NA
radialsag	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Wir sägen Beton mit Hilfe von Diamantblättern, Seilsägen, Hydraulik- und Radialsägen.    Wir sägen Beton mithilfe von Diamantblättern, Seilsägen, Hydraulik- und Radialsägen.    Wir sägen Beton mithilfe von Diamantblättern, Seilsägen, Hydraulik- und Radialsägen.
rundschleifmaschine	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Kenntnisse im Bereich Rundschleifmaschinen, Werkzeugmaschinen sind von Vorteil
schlagschrauber	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								sicherer Umgang mit Bohrmaschinen, Schlagschrauber und Schweißgerät
schleifer	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								abgeschlossene Ausbildung zum/r Werkzeugmacher/in, Werkzeugmechaniker/in Bereich Spritzgußtechnik oder Stanz- und Umformtechnik oder eine ähnliche Qualifikation (Dreher, Fräser oder Schleifer)
schleifgerat	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Erste Erfahrung im Umgang mit Schleifgeräten
schleifmaschine	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								NA
schutzgasschweißgerät	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Der Umgang mit Punktschweißmaschinen, Punktschweißzangen, Schutzgasschweißgeräten, Punktschweiß-Schablonen sowie Winkelschleifer und Anschlagwinkel sind Voraussetzung.
schweißgerat	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Routiniertes Arbeiten mit Maschinen, sowie mit Schweißgeräten und Handwerkzeugen
schweißgerät	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								NA
stampfer	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								NA
steinsäge	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Der sichere Umgang mit Maschinen (Mini-Bagger, Radlader, Steinsäge u.a.) ist unbedingt erforderlich.  Der sichere Umgang mit Maschinen (Mini-Bagger, Radlader, Steinsäge u.a.) ist unbedingt erforderlich.
stichsäge	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Diese Arbeiten setzen voraus, dass Sie Stichsäge und Akkuschrauber bedienen können und Ihnen die Holzbearbeitung nicht fremd ist.  Kenntnisse in der Bedienung von Stichsägen, Flex und Kartuschenpressen werden vorausgesetzt.
stufenbohrer	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Korrigieren von Programmen für Werkzeuge (Stufenbohrer, Fräser etc.) nach Zeichnung mit entsprechender Maschinensoftware
wandsag	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Heranführen an das Bedienen von Baumaschinen (Wandsägen, Kernbohrmaschinen, Fugenschneider, spezielle Flexmaschinen, Seilsägemaschinen) ->ausführliche Einarbeitung erfolgt durch den Arbeitgeber
winkelschleifer	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								NA
akkubohrer	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								im Umgang mit Akkubohrer, Bohrmaschine und Flex
e-handschweiß	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Wir erwarten möglichst eine abgeschlossene Ausbildung in einem Metallberuf, gute Kenntnisse in der Metallverarbeitung, gute Schweißkenntnisse (MIG/MAG und E-Handschweißen) sowie eine selbständige eigenverantwortliche Arbeitsweise.
flexgerät	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Sie bearbeiten die Produkte mit diversen Geräten wie beispielsweise Schleifmaschinen und Flexgeräte.
freischneid	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Sie verfügen über Erfahrung in der sicheren Handhabung von Motorsägen und Freischneidern und sind im Besitz der Führerscheinklasse B, dann sollten Sie sich bewerben.
gasschweiß	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Aktuell suchen wir für ein Unternehmen in 50354 Hürth eine/n Anlagenmechaniker/in - Sanitär-, Heizungs- und Klimatechnik wenn möglich mit Erfahrung im Gasschweißen in Vollzeit.
handpoliermaschine	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Exaktes Schleifen und Polieren von Edelstahlteilen (Sichtteile) mit Miniflex, - Handschleifmaschine und Handpoliermaschine
handschleifen	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Wenn Sie eine langfristige Stelle in diesem Bereich suchen, es ist eine spätere Festanstellung durch den Kunden vorgesehen, und bereits Erfahrungen im Handschleifen gemacht haben, so freuen wir uns über Ihre Bewerbung.
holzkreissag	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Bedienen von Steinsägen und Holzkreissägen
horizontalbohr	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Sie sollten über Erfahrungen im Horizontalbohren verfügen.
kunststoffschweißgerät	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Die Firma Riexinger ist seit 1969 weltweit führend in der Entwicklung und Herstellung von Kunststoffschweißgeräten, Schweißmaschinen und Rohrsägen für die Verarbeitung von Kunststoff -Rohren, -Formteilen, -Fittings und -Profilen.  Die Firma Riexinger ist seit 1969 weltweit führend in der Entwicklung und Herstellung von Kunststoffschweißgeräten, Schweißmaschinen und Rohrsägen für die Verarbeitung von Kunststoff -Rohren, -Formteilen, -Fittings und -Profilen.
plattenbohrwerk	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Ihre Aufgaben umfassen die mechanische Bearbeitung von großen prismatischen Werkstücken aus Guss und Stahl auf einem Tisch- und Plattenbohrwerk Fabr.
pressenwerkzeug	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Erfahrung im Umgang mit Pressenwerkzeugen
presslufthammer	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Zu Ihren Aufgaben gehört die Reinigung von Maschinen mit Hochdruckreinigern und Presslufthammer.  Flex und Presslufthammer
presswerkzeug	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Im Werkzeugbau stellen Sie Stanzwerkzeuge und Presswerkzeuge für die maschinelle Metallbearbeitung her.  Eintuschieren und Einarbeiten von Stanz- und Presswerkzeugen
sandstrahlen	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Sie verfügen über fundierte Erfahrung im Bereich des Sandstrahlens
sandstrahler	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Sie sind zuverlässig, pünktilch, körperlich belastbar, flexibel, schicht -und montagebereit und haben bereits Erfahrung mit Hochdruckreinigern und Sandstrahlern.
vollhartmetallbohrer	(1E) angetriebene Handwerkzeuge	(1E)	angetriebene Handwerkzeuge								Schleifen von Vollhartmetallbohrern und Mikroskop über Monitor
stanzwerkzeug	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								NA
Werkstückspannsystem	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								einschließlich der Werkzeuge, Werkstückspannsysteme und Vorrichtungen  nach Angaben in den Einrichtplänen die Drehmaschine einrichten einschließlich der Werkzeuge, Werkstückspannsysteme und Vorrichtungen
schneid/formwerkzeug	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Werkzeugmechaniker/innen wie ich haben die Aufgabe, Vorrichtungen, Schablonen und Schneid/Formwerkzeuge nach technischen Unterlagen maßstabsgerecht herzustellen und instandzusetzen.
drehbänk	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Erfahrung im Umgang mit Drehbänken
drehbank	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								NA
drehbänke	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								NA
drehmaschine	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Komplettmontagen und hochgenauer Zerspanung auf CNC-Langfräswerken, Bohrwerken und Drehmaschinen geht.
plattensäge	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Wünschenswert sind Kenntnisse im Bereich Holztechnik (Erfahrung im Umgang mit der Plattensäge) und Medizintechnik für die Geräteverkleidung.
spitzendrehbank	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Kenntnisse in Plandrehen, Karuselldrehen, Spitzendrehbank und manuell
spritzgußwerkzeug	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								eigenständiges Aufrüsten, Einrichten und Anfahren der Spritzgußwerkzeuge und Maschinen
transferwerkzeug	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Haupttätigkeit ist das selbständige und eigenverantwortliche Konstruieren von Folgeverbundwerkzeugen und Transferwerkzeugen für die Blechumformung in CATIA V5, sowie die konstruktive Betreuung von Werkzeugbauprojekten vom Methodenentwurf bis zum Kundeneinsatz
umformungswerkzeug	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Druck-, Stanz- und Umformungswerkzeuge für den Automotiv-Bereich herstellen und bearbeiten
wendeschneidplatte	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Die Bedienung und die elektrische sowie mechanische Instandhaltung von modernsten 3- bis 5-Achs CNC-Schleifmaschinen zur Herstellung von Zerspanungswerkzeugen und Wendeschneidplatten in höchster Präzision.
transferpresse	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Einrichten von Transferpressen und Stanzautomaten
bäckereimaschine	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Zu Ihren Aufgaben gehört es Sondermaschinen (Bäckereimaschinen) und Anlagen zu zerlegen und zusammenzubauen.
klebemaschine	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Erfahrung im Umgang mit Klebemaschinen  Erfahrung im Umgang mit Klebemaschinen
knetmaschine	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								NA
schaltpult	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Schaltpulten und Schaltschränken
schalttafel	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Mechanischer und elektrischer Aufbau von Schaltschränken und Schalttafeln  Aufbauen und Bestücken von Schaltschränken und Schalttafeln
abkantbank	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Erfahrungen in Abkantbank
abkantbänken	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Zu ihren Aufgaben zählen die Bearbeitung von Blechen und Gittern mittels Stanzen, Pressen und Abkantbänken.
abrollmaschine	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Wir suchen ab sofort Elektroniker/in - Geräte und Systeme oder Industriemechaniker/in idealerweise mit Kenntnissen in der Wartung von Bäckereimaschinen (Knetmaschinen, Backöfen, Abwieger und Abrollmaschinen).
handlinggerat	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Rüsten und Anfahren von modernen Spritzgießmaschinen (Arburg, Demag, Netstal) und Peripheriegeräten, Robotern, Handlinggeräten und Montagestationen
heißmangel	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Wir, die Firma Harald Rehbein Personal-Dienst e.K., suchen für einen Kunden aus Neu Wulmstorf Mitarbeiter/innen, die Erfahrungen im Heißmangeln besitzen.
spindelwerkzeug	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								Erfahrung im Umgang mit Spindelwerkzeug
wickelmaschine	(2A) handgesteuerte Maschinen	(2A)	handgesteuerte Maschinen								* Bereich Wickelmaschinen und Montageanlagen
